iter	RMSE
485	0.2899154944
486	0.2887127333
487	0.2873047264
488	0.2869008749
489	0.2850707512
490	0.2837816733
491	0.282090036
492	0.2814080154
493	0.280357133
494	0.2791251737
495	0.2785582825
496	0.2772859407
497	0.2766885902
498	0.275941897
499	0.2745091561
500	0.2736877979
501	0.272380116
502	0.2713982114
503	0.2700866961
504	0.2683449722
505	0.267740553
506	0.2671357509
507	0.2663010691
508	0.2658772964
509	0.2653766885
510	0.2634972136
511	0.2624906156
512	0.2617250995
513	0.2604391633
514	0.258523447
515	0.2577098689
516	0.2564770872
517	0.2553640268
518	0.2538369092
519	0.2527707741
520	0.2519580085
521	0.2507735158
522	0.2493393454
523	0.2478961438
524	0.2473072087
525	0.2470176213
526	0.2463505152
527	0.245101676
528	0.243642639
529	0.2431240248
530	0.242075984
531	0.240687186
532	0.2402490744
533	0.2393946416
534	0.238294057
535	0.2373597733
536	0.2364589816
537	0.234613173
538	0.2336315328
539	0.2325665102
540	0.2317251012
541	0.230696395
542	0.2294327725
543	0.2287181579
544	0.2279833589
545	0.2268771011
546	0.2255875799
547	0.2241719114
548	0.2230051322
549	0.2228090805
550	0.2221353524
551	0.2216413845
552	0.2210884421
553	0.2198079116
554	0.2190120194
555	0.2175609088
556	0.2167991276
